"State","Date","CumulativeCases","CumulativeDeaths","CumulativeTests","CumulativePositives","CurrentHospitalizations","CasesDailyChange","DeathsDailyChange","TestsDailyChange","PositivesDailyChange","CurrHospDailyChange","Rolling Avg Change in Cases (7 Days)","Rolling Avg Change in Deaths (7 Days)","Rolling Avg Change in Tests (7 Days)","Rolling Avg Change in Positives (7 Days)","Change in Cases (7 Days)","Change in Deaths (7 Days)","Change in Tests (7 Days)","Change in Current Hospitalizations (7 Days)","Pct Change in Cases (2 Wks - Rolling)","Pct Change in Deaths (2 Wks - Rolling)","Pct Change in Tests (2 Wks - Rolling)","Pct Change in Positives (2 Wks - Rolling)","Change in Tests (7 Days) Over Pop","Positivity Rate (7 Days - Rolling)"
"Alabama",2020-03-23,196,0,1832,167,NA,39,0,230,29,NA,23.8571428571429,0,253.714285714286,19.8571428571429,167,0,1776,NA,Inf,NA,30.7142857142857,NA,0.000362213540790323,0.0782657657657658
"Alabama",2020-03-24,242,0,2321,215,NA,46,0,489,48,NA,29,0,322.428571428571,25.5714285714286,203,0,2257,NA,Inf,NA,34.265625,NA,0.000460313041421036,0.079308817013735
"Alabama",2020-03-25,381,1,2812,283,NA,139,1,491,68,NA,47.1428571428571,0.142857142857143,391.142857142857,33.8571428571429,330,1,2738,NA,Inf,Inf,41.78125,NA,0.000558412542051748,0.0865595325054784
"Alabama",2020-03-26,517,1,4099,506,NA,136,0,1287,223,NA,62.7142857142857,0.142857142857143,571.857142857143,62.5714285714286,439,1,4003,NA,Inf,Inf,45.546511627907,NA,0.000816408110238549,0.109417936547589
"Alabama",2020-03-27,587,4,4771,587,NA,70,3,672,81,NA,68.7142857142857,0.571428571428571,666,72.2857142857143,481,4,4662,NA,95.2,Inf,47.0618556701031,0.302445302445303,0.000950810544574598,0.108537108537109
"Alabama",2020-03-28,694,4,4880,696,NA,107,0,109,109,NA,80.4285714285714,0.571428571428571,675.428571428571,81.7142857142857,563,4,4728,NA,79.4285714285714,Inf,37.1290322580645,-0.435420191765369,0.000964271182914779,0.120981387478849
"Alabama",2020-03-29,825,10,4990,806,NA,131,6,110,110,NA,95.4285714285714,1.42857142857143,484,95.4285714285714,668,10,3388,NA,59.7272727272727,Inf,1.16901408450704,-0.342778433687525,0.000690979434795954,0.197166469893743
"Alabama",2020-03-30,899,10,6553,859,NA,74,0,1563,53,NA,100.428571428571,1.42857142857143,674.428571428571,98.8571428571429,703,10,4721,NA,23.2413793103448,Inf,1.65822072072072,-0.706841770811269,0.000962843539454457,0.146579114594366
"Alabama",2020-03-31,987,23,7279,981,NA,88,13,726,122,NA,106.428571428571,3.28571428571429,708.285714285714,109.428571428571,745,23,4958,NA,18.1025641025641,Inf,1.19672131147541,-0.725337277576084,0.00101117946803965,0.154497781363453
"Alabama",2020-04-01,1060,27,7774,1077,NA,73,4,495,96,NA,97,3.71428571428571,708.857142857143,113.428571428571,679,26,4962,NA,12.3137254901961,Inf,0.81227173119065,-0.777368873000017,0.00101199526430269,0.160016122531237
"Alabama",2020-04-02,1233,32,8736,1233,NA,173,5,962,156,NA,102.285714285714,4.42857142857143,662.428571428571,103.857142857143,716,31,4637,NA,8.17948717948718,Inf,0.158381214089433,-0.801716373415875,0.00094571181793059,0.156782402415355
"Alabama",2020-04-03,1495,38,9619,1432,NA,262,6,883,199,NA,129.714285714286,4.85714285714286,692.571428571429,120.714285714286,908,34,4848,NA,7.99009900990099,Inf,0.0398970398970399,-0.788662850660066,0.000988745070806017,0.174298679867987
"Alabama",2020-04-04,1614,44,10853,1580,NA,119,6,1234,148,NA,131.428571428571,5.71428571428571,853.285714285714,126.285714285714,920,40,5973,NA,6.41935483870968,Inf,0.263324873096447,-0.844475280002951,0.00121818776978637,0.147999330319772
"Alabama",2020-04-05,1765,45,13078,1796,NA,151,1,2225,216,NA,134.285714285714,5,1155.42857142857,141.428571428571,940,35,8088,NA,5.43835616438356,Inf,1.38724911452184,0.517415571569874,0.00164954004386944,0.122403560830861
"Alabama",2020-04-06,1952,49,14765,1968,NA,187,4,1687,172,NA,150.428571428571,5.57142857142857,1173.14285714286,158.428571428571,1053,39,8212,NA,5.30538922155689,Inf,0.739461978394408,0.725483324981515,0.00167482972802372,0.135046273745738
"Alabama",2020-04-07,2169,64,14916,2119,NA,217,15,151,151,NA,168.857142857143,5.85714285714286,1091,162.571428571429,1182,41,7637,NA,4.82266009852217,Inf,0.540338846308996,0.878875483441025,0.00155755901521154,0.149011391907817
"Alabama",2020-04-08,2328,66,19122,2369,NA,159,2,4206,250,NA,181.142857142857,5.57142857142857,1621.14285714286,184.571428571429,1268,39,11348,NA,2.84242424242424,38,1.2869810560258,0.315310491709166,0.00231441399824808,0.113852661261896
"Alabama",2020-04-09,2703,70,20827,2769,NA,375,4,1705,400,NA,210,5.42857142857143,1727.28571428571,219.428571428571,1470,38,12091,NA,2.34851936218679,37,1.60750485227518,0.16102206667928,0.00246594815410799,0.127036638822264
"Alabama",2020-04-10,2947,80,21026,2968,NA,244,10,199,199,NA,207.428571428571,6,1629.57142857143,219.428571428571,1452,42,11407,NA,2.01871101871102,9.5,1.35292904290429,0.240627851076812,0.00232644699312794,0.134654159726484
"Alabama",2020-04-11,3217,92,21249,3191,NA,270,12,223,223,NA,229,6.85714285714286,1485.14285714286,230.142857142857,1603,48,10396,NA,1.84724689165186,11,0.74049891176963,0.280886677770095,0.00212025448764426,0.1549634474798
"Alabama",2020-04-12,3563,93,21583,3525,NA,346,1,334,334,NA,256.857142857143,6.85714285714286,1215,247,1798,48,8505,NA,1.69161676646707,3.8,0.0515578635014837,0.0310687267440429,0.0017345868042915,0.203292181069959
"Alabama",2020-04-13,3734,99,29182,3734,NA,171,6,7599,209,NA,254.571428571429,7.14285714285714,2059.57142857143,252.285714285714,1782,50,14417,NA,1.5348506401138,4,0.755601558694593,-0.164312883674179,0.00294033368106649,0.122494277588957
"Alabama",2020-04-14,3953,114,33117,3876,NA,219,15,3935,142,NA,254.857142857143,7.14285714285714,2600.14285714286,251,1784,50,18201,NA,1.39463087248322,1.17391304347826,1.38326568024093,-0.375180946503528,0.00371207694590353,0.0965331575188176
"Alabama",2020-04-15,4075,118,34077,4113,NA,122,4,960,237,NA,249.571428571429,7.42857142857143,2136.42857142857,249.142857142857,1747,52,14955,NA,1.57290132547865,1,0.317853366231935,-0.271220209747631,0.00305005827844554,0.116616516215313
"Alabama",2020-04-16,4345,133,36391,4345,NA,270,15,2314,232,NA,234.571428571429,9,2223.42857142857,225.142857142857,1642,63,15564,NA,1.29329608938547,1.03225806451613,0.287238441816227,-0.354141059129505,0.00317426325949357,0.101259316371113
"Alabama",2020-04-17,4571,148,37848,4530,NA,226,15,1457,185,NA,232,9.71428571428571,2403.14285714286,223.142857142857,1624,68,16822,NA,0.788546255506608,1,0.474708512316998,-0.467267364025273,0.00343083118422005,0.0928545951729877
"Alabama",2020-04-18,4712,153,42538,4655,NA,141,5,4690,125,NA,213.571428571429,8.71428571428571,3041.28571428571,209.142857142857,1495,61,21289,NA,0.625,0.525,1.047806848788,-0.535349868402287,0.00434187166097139,0.0687679083094556
"Alabama",2020-04-19,4888,157,45712,4837,NA,176,4,3174,182,NA,189.285714285714,9.14285714285714,3447,187.428571428571,1325,64,24129,NA,0.409574468085106,0.828571428571429,1.83703703703704,-0.555777594419892,0.00492108700773069,0.0543744042438559
"Alabama",2020-04-20,5079,163,45900,5025,NA,191,6,188,188,NA,192.142857142857,9.14285714285714,2388.28571428571,184.428571428571,1345,64,16718,NA,0.277302943969611,0.641025641025641,0.159603246167719,-0.428180033270296,0.00340962048138098,0.0772221557602584
"Alabama",2020-04-21,5317,183,48526,5231,NA,238,20,2626,206,NA,194.857142857143,9.85714285714286,2201.28571428571,193.571428571429,1364,69,15409,NA,0.153976311336717,0.682926829268293,-0.153398164935993,-0.409873158600736,0.00314265115430072,0.0879356220390681
"Alabama",2020-04-22,5593,196,48760,5465,NA,276,13,234,234,NA,216.857142857143,11.1428571428571,2097.57142857143,193.142857142857,1518,78,14683,NA,0.197160883280757,1,-0.0181878970244066,-0.19124178274026,0.00299458413255873,0.0920792753524484
"Alabama",2020-04-23,5832,202,52641,5778,NA,239,6,3881,313,NA,212.428571428571,9.85714285714286,2321.42857142857,204.714285714286,1487,69,16250,NA,0.0115646258503401,0.815789473684211,0.0440760729889489,-0.305833213141026,0.00331417231860515,0.0881846153846154
"Alabama",2020-04-24,6026,209,52695,5832,NA,194,7,54,54,NA,207.857142857143,8.71428571428571,2121,186,1455,61,14847,NA,0.00206611570247934,0.452380952380952,-0.117405778147664,-0.348742854196134,0.00302803177934343,0.0876944837340877
"Alabama",2020-04-25,6026,209,71344,6137,NA,0,0,18649,305,NA,187.714285714286,8,4115.14285714286,211.714285714286,1314,56,28806,NA,-0.180286961946351,0.166666666666667,0.353093146695477,-0.668001609948062,0.00587495678829169,0.0514476150801916
"Alabama",2020-04-26,6421,219,73551,6270,NA,395,10,2207,133,NA,219,8.85714285714286,3977,204.714285714286,1533,62,27839,NA,-0.147385984427141,0.291666666666667,0.153756890049318,-0.746795229306511,0.00567773804170147,0.0514745500915981
"Alabama",2020-04-27,6539,228,73997,6499,NA,118,9,446,229,NA,208.571428571429,9.28571428571429,4013.85714285714,210.571428571429,1460,65,28097,NA,-0.180695847362514,0.3,0.680643617657614,-0.571725978733034,0.00573035690066763,0.0524611168452148
"Alabama",2020-04-28,6750,242,75827,6687,NA,211,14,1830,188,NA,204.714285714286,8.42857142857143,3900.14285714286,208,1433,59,27301,NA,-0.196748878923767,0.18,0.77175676552664,-0.447533042804059,0.00556801344432241,0.0533313798029376
"Alabama",2020-04-29,6912,256,80449,6842,NA,162,14,4622,155,NA,188.428571428571,8.57142857142857,4527,196.714285714286,1319,60,31689,NA,-0.244991413852318,0.153846153846154,1.15821017503235,-0.627380702677773,0.00646294194487869,0.0434535643283158
"Alabama",2020-04-30,7088,272,87196,7019,NA,176,16,6747,177,NA,179.428571428571,10,4936.42857142857,177.285714285714,1256,70,34555,NA,-0.235079171741778,0.111111111111111,1.12646153846154,-0.645328825450782,0.00704745996734775,0.0359137606713934
"Alabama",2020-05-01,7294,289,91933,7158,NA,206,17,4737,139,NA,181.142857142857,11.4285714285714,5605.42857142857,189.428571428571,1268,80,39238,NA,-0.219211822660099,0.176470588235294,1.64282346602007,-0.636057092477249,0.00800255344230332,0.0337937713441052
"Alabama",2020-05-02,7611,288,92209,7434,NA,317,0,276,276,NA,226.428571428571,11.4285714285714,2980.71428571429,185.285714285714,1585,79,20865,NA,0.0602006688963211,0.295081967213115,-0.275671735055197,-0.0960679766754533,0.00425539725708901,0.0621615144979631
"Alabama",2020-05-03,7888,290,92500,7725,NA,277,2,291,291,NA,209.571428571429,10.2857142857143,2707,207.857142857143,1467,71,18949,NA,0.107169811320755,0.109375,-0.319336183052552,0.412154407723427,0.00386463084709225,0.0767850546202966
"Alabama",2020-05-04,8112,298,103117,8025,NA,224,8,10617,300,NA,224.714285714286,10.1428571428571,4160,218,1573,70,29120,NA,0.169516728624535,0.09375,0.036409581094067,-0.321388458559256,0.00593899679494043,0.0524038461538462
"Alabama",2020-05-05,8437,315,106766,8285,NA,325,17,3649,260,NA,241,10.5714285714286,4419.85714285714,228.285714285714,1687,73,30939,NA,0.236803519061584,0.0579710144927536,0.133255192117505,-0.412638248170516,0.00630998014555845,0.0516500210090824
"Alabama",2020-05-06,8691,343,109516,8581,NA,254,28,2750,296,NA,254.142857142857,12.5714285714286,4152.42857142857,248.428571428571,1779,87,29067,NA,0.171936758893281,0.115384615384615,-0.0827416453658998,-0.350263179965975,0.00592818749445513,0.0598272955585372
"Alabama",2020-05-07,9046,369,115173,8898,NA,355,26,5657,317,NA,279.714285714286,14,3996.71428571429,268.428571428571,1958,97,27977,NA,0.316745124411567,0.405797101449275,-0.190363189118796,-0.238389694096494,0.00570588301277639,0.0671623118990599
"Alabama",2020-05-08,9385,383,120114,9221,NA,339,14,4941,323,NA,298.714285714286,13.5714285714286,4025.85714285714,294.714285714286,2091,94,28181,NA,0.437113402061856,0.540983606557377,-0.281793159692135,-0.165222850902747,0.00574748862219149,0.0732053511230971
"Alabama",2020-05-09,9668,390,125494,9567,NA,283,7,5380,346,NA,293.857142857143,14.5714285714286,4755,304.714285714286,2057,102,33285,NA,0.56544901065449,0.821428571428571,0.595255212077642,0.245595546741155,0.00678844465383215,0.0640829202343398
"Alabama",2020-05-10,9889,393,127421,9777,NA,221,3,1927,210,NA,285.857142857143,14.7142857142857,4988.71428571429,293.142857142857,2001,103,34921,NA,0.305283757338552,0.661290322580645,0.842894084120534,0.141558377014988,0.00712210532541603,0.0587612038601415
"Alabama",2020-05-11,10164,403,129444,10009,NA,275,10,2023,232,NA,293.142857142857,15,3761,283.428571428571,2052,105,26327,NA,0.405479452054795,0.615384615384615,-0.0959134615384615,0.436490513657193,0.00536936705427187,0.0753598966840126
"Alabama",2020-05-12,10464,435,133218,10310,NA,300,32,3774,301,NA,289.571428571429,17.1428571428571,3778.85714285714,289.285714285714,2027,120,26452,NA,0.414515003489184,1.03389830508475,-0.145027311807104,0.435435535940696,0.00539486068749191,0.0765537577498866
"Alabama",2020-05-13,10700,450,136372,10617,NA,236,15,3154,307,NA,287,15.2857142857143,3836.57142857143,290.857142857143,2009,107,26856,NA,0.523123578468537,0.783333333333333,-0.076065641449066,0.744660946495568,0.00547725611005907,0.0758117366696455
"Alabama",2020-05-14,11101,473,141985,10968,NA,401,23,5613,351,NA,293.571428571429,14.8571428571429,3830.28571428571,295.714285714286,2055,104,26812,NA,0.636146496815287,0.485714285714286,-0.0416413482503485,1.14971185043127,0.00546828235116562,0.0772042369088468
"Alabama",2020-05-15,11373,483,146063,11216,NA,272,10,4078,248,NA,284,14.2857142857143,3707,285,1988,100,25949,NA,0.56782334384858,0.25,-0.0792022994215961,1.27502206294317,0.00529227430741447,0.0768815753978959
"Alabama",2020-05-16,11674,485,153494,11523,NA,301,2,7431,307,NA,286.571428571429,13.5714285714286,4000,279.428571428571,2006,95,28000,NA,0.265615141955836,0.20253164556962,-0.158780231335436,0.123800528692587,0.00571057384128888,0.0698571428571429
"Alabama",2020-05-17,11771,488,156350,11771,NA,97,3,2856,248,NA,268.857142857143,13.5714285714286,4132.71428571429,284.857142857143,1882,95,28929,NA,0.282890252215406,0.338028169014085,-0.171587297041895,-0.102333465069535,0.00590004252338021,0.0689273739154482
"Alabama",2020-05-18,12086,489,157123,12086,NA,315,1,773,315,NA,274.571428571429,12.2857142857143,3954.14285714286,296.714285714286,1922,86,27679,NA,0.221869040050858,0.228571428571429,0.0513541231435409,0.431933791424691,0.00564510619117981,0.0750388381083132
"Alabama",2020-05-19,12376,504,157566,12376,NA,290,15,443,290,NA,273.142857142857,9.85714285714286,3478.28571428571,295.142857142857,1912,69,24348,NA,0.133372851215175,NA,-0.0795402994102525,0.642844740005836,0.0049657518531322,0.0848529653359619
"Alabama",2020-05-20,13052,522,164450,12744,NA,676,18,6884,368,NA,336,10.2857142857143,4011.14285714286,303.857142857143,2352,72,28078,NA,0.322091062394604,NA,0.0455019362526065,0.266198949357415,0.00572648186841818,0.0757532587791153
"Alabama",2020-05-21,13288,529,170739,13119,NA,236,7,6289,375,NA,312.428571428571,8,4107.71428571429,307.285714285714,2187,56,28754,NA,0.116956077630235,NA,0.0724302551096524,0.113823828587905,0.00586435143687216,0.0748069833762259
"Alabama",2020-05-22,13670,541,177768,13563,NA,382,12,7029,444,NA,328.142857142857,8.28571428571429,4529.28571428571,335.285714285714,2297,58,31705,NA,0.0985174557627929,NA,0.221819723303403,0.0112126736701027,0.00646620512993085,0.0740261788361457
"Alabama",2020-05-23,14117,549,182676,13938,NA,447,8,4908,375,NA,349,9.14285714285714,4168.85714285714,345,2443,64,29182,NA,0.187651920272241,NA,0.0422142857142857,0.291397043492795,0.00595164163701757,0.082756493729011
"Alabama",2020-05-24,14478,551,185799,14327,NA,361,2,3123,389,NA,386.714285714286,9,4207,365.142857142857,2707,63,29449,NA,0.352823588205897,NA,0.0179750423450517,0.477065018143171,0.00600609603757558,0.0867941186457944
"Alabama",2020-05-25,14986,566,190315,14730,NA,508,15,4516,403,NA,414.285714285714,11,4741.71428571429,377.714285714286,2900,77,33192,NA,0.413255360623782,NA,0.199176270819032,0.0570310252567661,0.00676947739071644,0.0796577488551458
"Alabama",2020-05-26,15650,580,193759,15396,NA,664,14,3444,666,NA,467.714285714286,10.8571428571429,5170.42857142857,431.428571428571,3274,76,36193,NA,0.615194869264924,NA,0.486487596517168,0.089973267458785,0.00738152853706315,0.0834415494708922
"Alabama",2020-05-27,16032,583,195794,15843,NA,382,3,2035,447,NA,425.714285714286,8.71428571428571,4477.71428571429,442.714285714286,2980,61,31344,NA,0.483325037332006,NA,0.116318826127217,0.304159508630261,0.00639257951719138,0.0988705972434916
"Alabama",2020-05-28,16530,591,200481,16310,NA,498,8,4687,467,NA,463.142857142857,8.85714285714286,4248.85714285714,455.857142857143,3242,62,29742,NA,0.577615571776156,NA,0.0343604368087918,0.389682217147988,0.00606585311384335,0.107289355120705
"Alabama",2020-05-29,17031,610,208883,16823,NA,501,19,8402,513,NA,480.142857142857,9.85714285714286,4445,465.714285714286,3361,69,31115,NA,0.690643863179074,NA,-0.0186090521999685,0.362779276650569,0.00634587518113226,0.104772617708501
"Alabama",2020-05-30,17359,618,212201,17359,NA,328,8,3318,536,NA,463.142857142857,9.85714285714286,4217.85714285714,488.714285714286,3242,69,29525,NA,0.616151545363908,NA,0.0117538208484682,0.658640817718858,0.00602159616657336,0.115867908552075
"Alabama",2020-05-31,17952,630,217553,17903,NA,593,12,5352,544,NA,496.285714285714,11.2857142857143,4536.28571428571,510.857142857143,3474,79,31754,NA,0.845908607863974,NA,0.0782709090291691,0.633831771816046,0.00647619863415311,0.112615733450904
"Alabama",2020-06-01,18630,646,223523,18363,NA,678,16,5970,460,NA,520.571428571429,11.4285714285714,4744,519,3644,80,33208,NA,0.895941727367326,NA,0.000482043865991805,0.457929677890264,0.00677274057576861,0.109401349072513
"Alabama",2020-06-02,18766,653,223802,18642,NA,136,7,279,279,NA,445.142857142857,10.4285714285714,4291.85714285714,463.714285714286,3116,73,30043,NA,0.629707112970711,0.0579710144927536,-0.169922360677479,0.273321855969013,0.0061272417826372,0.108045135306061
"Alabama",2020-06-03,18851,653,231594,18851,NA,85,0,7792,209,NA,402.714285714286,10,5114.28571428571,429.714285714286,2819,70,35800,NA,0.198554421768707,NA,0.142164369576314,0.109158176464872,0.00730137655421935,0.0840223463687151
"Alabama",2020-06-04,19072,653,235299,19072,NA,221,0,3705,221,NA,363.142857142857,8.85714285714286,4974,394.571428571429,2542,62,34818,NA,0.162322816643804,0.107142857142857,0.170667742586242,0.0604195145433012,0.00710109857164272,0.0793267849962663
"Alabama",2020-06-05,19387,676,239473,19387,NA,315,23,4174,315,NA,336.571428571429,9.42857142857143,4370,366.285714285714,2356,66,30590,NA,0.0256856769699608,0.137931034482759,-0.0168728908886389,0.13227837196407,0.0062388019216081,0.0838182412553122
"Alabama",2020-06-06,20043,689,245644,20043,NA,656,13,6171,656,NA,383.428571428571,10.1428571428571,4777.57142857143,383.428571428571,2684,71,33443,NA,0.0986492018010643,0.109375,0.132701100762066,-0.030215584515763,0.00682066860622228,0.0802559578985139
"Alabama",2020-06-07,20500,692,259566,20500,NA,457,3,13922,457,NA,364,8.85714285714286,6001.85714285714,371,2548,62,42013,NA,-0.0587366087920207,NA,0.3230774075707,-0.287806578014622,0.0085685120997882,0.0618142003665532
"Alabama",2020-06-08,20925,718,259991,20925,NA,425,26,425,425,NA,327.857142857143,10.2857142857143,5209.71428571429,366,2295,72,36468,NA,-0.208620689655172,NA,0.0981691158756926,-0.118059776610568,0.00743761453014724,0.0702533728200066
"Alabama",2020-06-09,21422,729,267739,21422,600,497,11,7748,497,NA,379.428571428571,10.8571428571429,6276.71428571429,397.142857142857,2656,76,43937,NA,-0.188759926695174,0,0.462470459008754,-0.241715749838684,0.00896091010231105,0.0632724127728338
"Alabama",2020-06-10,NA,NA,273057,21989,629,NA,NA,5318,567,29,NA,NA,5923.28571428571,448.285714285714,NA,NA,41463,NA,NA,NA,0.158184357541899,-0.234535489822753,0.00845634011362002,0.0756819332899211
"Alaska",2020-03-01,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",2020-03-02,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",2020-03-03,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",2020-03-04,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",2020-03-05,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",2020-03-06,0,0,8,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",2020-03-07,0,0,12,0,NA,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",2020-03-08,0,0,14,0,NA,0,0,2,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",2020-03-09,0,0,23,0,NA,0,0,9,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",2020-03-10,0,0,23,0,NA,0,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",2020-03-11,0,0,46,0,NA,0,0,23,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",2020-03-12,0,0,46,0,NA,0,0,0,0,NA,0,0,5.42857142857143,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"Alaska",2020-03-13,1,0,60,1,NA,1,0,14,1,NA,0.142857142857143,0,7.42857142857143,0.142857142857143,1,0,52,NA,NA,NA,NA,NA,7.10824351201908e-05,0.0192307692307692
"Alaska",2020-03-14,1,0,144,1,NA,0,0,84,0,NA,0.142857142857143,0,18.8571428571429,0.142857142857143,1,0,132,NA,NA,NA,NA,NA,0.000180440027612792,0.00757575757575758
"Alaska",2020-03-15,1,0,144,1,NA,0,0,0,0,NA,0.142857142857143,0,18.5714285714286,0.142857142857143,1,0,130,NA,NA,NA,NA,NA,0.000177706087800477,0.00769230769230769
"Alaska",2020-03-16,1,0,144,1,NA,0,0,0,0,NA,0.142857142857143,0,17.2857142857143,0.142857142857143,1,0,121,NA,NA,NA,NA,NA,0.000165403358645059,0.00826446280991736
"Alaska",2020-03-17,3,0,337,3,NA,2,0,193,2,NA,0.428571428571429,0,44.8571428571429,0.428571428571429,3,0,314,NA,NA,NA,NA,NA,0.00042922855053346,0.00955414012738853
"Alaska",2020-03-18,5,0,412,6,NA,2,0,75,3,NA,0.714285714285714,0,52.2857142857143,0.857142857142857,5,0,366,NA,NA,NA,NA,NA,0.000500310985653651,0.0163934426229508
